Age,Gender,Income_Level,Travel_Companion,Activity_Level,Budget,Target_Destination
50,Male,High,Family,4,Economical,Cultural/Historical
50,Other,Medium,Family,5,Mid-range,Cultural/Historical
60,Male,Low,Group,1,Economical,Cultural/Historical
54,Female,Low,Solo,1,Economical,Cultural/Historical
29,Male,Medium,Group,2,Mid-range,Cultural/Historical
20,Male,Medium,Family,1,Mid-range,Relaxation/Beach
18,Female,Medium,Solo,2,Economical,Cultural/Historical
50,Male,Low,Family,1,Luxury,Relaxation/Beach
57,Male,High,Group,1,Economical,Cultural/Historical
27,Male,Medium,Family,4,Mid-range,Adventure/Nature
60,Male,Medium,Group,4,Mid-range,Cultural/Historical
61,Female,Medium,Solo,5,Luxury,Cultural/Historical
46,Female,Medium,Solo,3,Mid-range,Cultural/Historical
30,Male,High,Solo,5,Mid-range,Adventure/Nature
29,Male,High,Solo,1,Mid-range,Relaxation/Beach
48,Male,Medium,Solo,5,Mid-range,Cultural/Historical
63,Male,High,Group,4,Luxury,Cultural/Historical
19,Female,High,Solo,1,Economical,Adventure/Nature
52,Female,High,Family,1,Luxury,Relaxation/Beach
40,Male,Low,Family,5,Economical,Relaxation/Beach
34,Male,Medium,Group,2,Luxury,Cultural/Historical
43,Male,Low,Group,3,Mid-range,Relaxation/Beach
25,Female,High,Group,5,Luxury,Party/Nightlife
46,Other,Low,Group,5,Mid-range,Cultural/Historical
43,Male,Medium,Group,3,Economical,Cultural/Historical
27,Male,Medium,Group,1,Economical,Adventure/Nature
43,Female,Medium,Family,1,Luxury,Relaxation/Beach
51,Other,Medium,Solo,2,Mid-range,Relaxation/Beach
58,Male,High,Family,5,Mid-range,Cultural/Historical
24,Male,Medium,Family,3,Economical,Cultural/Historical
21,Male,High,Family,5,Luxury,Cultural/Historical
62,Female,Low,Solo,4,Economical,Cultural/Historical
28,Male,Medium,Family,5,Economical,Adventure/Nature
46,Male,Medium,Group,5,Luxury,Cultural/Historical
53,Female,Low,Solo,4,Luxury,Cultural/Historical
42,Male,Medium,Group,4,Economical,Cultural/Historical
38,Female,Medium,Family,3,Luxury,Cultural/Historical
53,Male,Medium,Group,1,Economical,Cultural/Historical
27,Male,High,Group,2,Economical,Cultural/Historical
54,Female,Medium,Group,4,Luxury,Cultural/Historical
26,Male,Low,Family,1,Luxury,Relaxation/Beach
41,Other,Low,Solo,3,Economical,Cultural/Historical
52,Female,Medium,Family,5,Economical,Cultural/Historical
52,Male,Low,Group,3,Economical,Cultural/Historical
53,Female,Low,Group,3,Luxury,Cultural/Historical
35,Male,Medium,Group,4,Luxury,Adventure/Nature
56,Other,Medium,Solo,2,Economical,Cultural/Historical
49,Male,Medium,Family,4,Luxury,Cultural/Historical
41,Female,High,Solo,5,Economical,Cultural/Historical
40,Male,Medium,Solo,4,Mid-range,Cultural/Historical
49,Male,Medium,Solo,5,Economical,Cultural/Historical
54,Female,High,Solo,4,Mid-range,Cultural/Historical
29,Female,Medium,Group,2,Economical,Cultural/Historical
30,Male,Medium,Solo,1,Luxury,Relaxation/Beach
40,Male,Medium,Solo,2,Economical,Cultural/Historical
42,Female,Low,Group,4,Mid-range,Cultural/Historical
52,Other,Medium,Family,3,Luxury,Cultural/Historical
58,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
47,Female,High,Solo,3,Economical,Cultural/Historical
34,Male,High,Solo,2,Mid-range,Relaxation/Beach
37,Female,Medium,Solo,1,Luxury,Relaxation/Beach
42,Male,Low,Solo,4,Mid-range,Party/Nightlife
39,Male,Low,Family,3,Economical,Cultural/Historical
30,Female,Medium,Solo,4,Mid-range,Adventure/Nature
36,Male,Medium,Family,5,Luxury,Cultural/Historical
53,Female,Low,Group,1,Economical,Cultural/Historical
29,Male,Medium,Family,3,Mid-range,Cultural/Historical
58,Male,Low,Group,2,Mid-range,Cultural/Historical
36,Male,High,Family,2,Economical,Cultural/Historical
29,Female,Low,Family,2,Mid-range,Relaxation/Beach
26,Male,High,Group,2,Luxury,Cultural/Historical
24,Female,High,Solo,3,Economical,Cultural/Historical
45,Female,Medium,Solo,5,Luxury,Cultural/Historical
31,Female,High,Family,2,Luxury,Cultural/Historical
48,Male,Medium,Family,2,Economical,Cultural/Historical
36,Male,Medium,Group,2,Economical,Cultural/Historical
64,Male,Medium,Group,5,Luxury,Cultural/Historical
33,Male,Medium,Family,1,Luxury,Relaxation/Beach
22,Male,Medium,Family,2,Economical,Cultural/Historical
52,Female,Medium,Family,2,Economical,Cultural/Historical
29,Male,Medium,Group,2,Mid-range,Cultural/Historical
42,Male,Low,Group,1,Mid-range,Relaxation/Beach
38,Male,Medium,Group,2,Mid-range,Cultural/Historical
53,Female,Low,Solo,1,Luxury,Cultural/Historical
40,Male,Low,Group,1,Mid-range,Party/Nightlife
33,Female,Low,Solo,4,Luxury,Relaxation/Beach
56,Male,Low,Solo,4,Mid-range,Cultural/Historical
62,Female,Low,Group,2,Economical,Cultural/Historical
59,Female,High,Solo,3,Luxury,Cultural/Historical
56,Male,Low,Group,4,Mid-range,Cultural/Historical
31,Male,Medium,Solo,4,Economical,Adventure/Nature
48,Male,Low,Group,3,Economical,Cultural/Historical
22,Male,High,Solo,5,Mid-range,Adventure/Nature
52,Female,Medium,Family,2,Mid-range,Relaxation/Beach
40,Female,Medium,Solo,5,Luxury,Relaxation/Beach
46,Female,Medium,Family,5,Luxury,Cultural/Historical
60,Female,Medium,Solo,1,Economical,Cultural/Historical
28,Male,Medium,Family,1,Luxury,Relaxation/Beach
35,Male,Low,Solo,2,Economical,Cultural/Historical
64,Female,High,Solo,3,Economical,Cultural/Historical
29,Male,Medium,Solo,1,Economical,Relaxation/Beach
26,Female,Medium,Family,4,Mid-range,Adventure/Nature
27,Male,High,Group,2,Economical,Cultural/Historical
61,Male,Medium,Group,5,Mid-range,Cultural/Historical
34,Other,High,Solo,2,Economical,Cultural/Historical
55,Male,Medium,Family,1,Mid-range,Relaxation/Beach
24,Other,High,Group,3,Luxury,Cultural/Historical
63,Other,Low,Solo,5,Luxury,Cultural/Historical
30,Female,High,Family,3,Mid-range,Cultural/Historical
57,Female,High,Family,2,Mid-range,Relaxation/Beach
59,Female,Low,Solo,3,Luxury,Cultural/Historical
26,Female,Low,Solo,3,Luxury,Cultural/Historical
44,Male,Medium,Solo,2,Luxury,Relaxation/Beach
19,Female,High,Family,5,Economical,Adventure/Nature
22,Female,Low,Solo,3,Mid-range,Cultural/Historical
46,Male,Medium,Solo,3,Mid-range,Cultural/Historical
54,Male,Low,Solo,2,Mid-range,Relaxation/Beach
55,Male,Medium,Solo,4,Mid-range,Cultural/Historical
36,Female,Medium,Solo,3,Luxury,Relaxation/Beach
25,Female,High,Group,1,Luxury,Party/Nightlife
62,Male,Medium,Solo,5,Economical,Cultural/Historical
18,Other,High,Family,3,Economical,Cultural/Historical
39,Female,Medium,Family,2,Mid-range,Relaxation/Beach
34,Female,Low,Family,1,Economical,Adventure/Nature
24,Female,Medium,Family,2,Economical,Cultural/Historical
42,Female,Medium,Solo,3,Luxury,Cultural/Historical
62,Male,High,Group,1,Mid-range,Cultural/Historical
21,Female,High,Family,5,Luxury,Cultural/Historical
53,Male,Low,Group,5,Luxury,Cultural/Historical
23,Female,Low,Family,5,Luxury,Cultural/Historical
48,Other,Low,Group,4,Economical,Cultural/Historical
36,Male,High,Group,2,Economical,Cultural/Historical
61,Male,High,Group,3,Economical,Cultural/Historical
56,Female,High,Family,1,Economical,Cultural/Historical
44,Male,Medium,Family,2,Mid-range,Relaxation/Beach
27,Female,Medium,Group,3,Luxury,Cultural/Historical
43,Male,Medium,Group,4,Luxury,Adventure/Nature
36,Male,Low,Group,3,Luxury,Cultural/Historical
56,Other,Medium,Solo,2,Mid-range,Party/Nightlife
20,Female,Low,Group,3,Mid-range,Cultural/Historical
62,Female,Low,Solo,1,Economical,Cultural/Historical
30,Male,High,Family,4,Mid-range,Adventure/Nature
45,Female,High,Solo,1,Luxury,Relaxation/Beach
37,Female,Medium,Solo,4,Economical,Adventure/Nature
45,Female,Medium,Group,4,Mid-range,Cultural/Historical
25,Female,Medium,Solo,3,Luxury,Cultural/Historical
58,Female,High,Family,1,Economical,Cultural/Historical
56,Male,High,Family,4,Luxury,Cultural/Historical
18,Male,High,Solo,4,Economical,Adventure/Nature
20,Female,High,Solo,3,Luxury,Cultural/Historical
30,Male,Low,Family,2,Mid-range,Relaxation/Beach
45,Female,Medium,Solo,2,Economical,Cultural/Historical
42,Male,Medium,Group,5,Economical,Adventure/Nature
50,Female,Medium,Group,5,Luxury,Cultural/Historical
55,Female,High,Solo,4,Luxury,Cultural/Historical
23,Male,Medium,Solo,2,Mid-range,Relaxation/Beach
61,Male,Low,Family,4,Luxury,Cultural/Historical
62,Male,Medium,Family,1,Luxury,Relaxation/Beach
49,Female,High,Solo,2,Economical,Cultural/Historical
62,Female,Low,Solo,2,Mid-range,Relaxation/Beach
64,Male,Medium,Family,2,Mid-range,Relaxation/Beach
38,Female,Medium,Group,5,Mid-range,Adventure/Nature
33,Male,Low,Family,3,Economical,Cultural/Historical
38,Female,Medium,Family,3,Economical,Cultural/Historical
28,Other,High,Group,5,Mid-range,Adventure/Nature
54,Male,Medium,Family,5,Economical,Cultural/Historical
53,Female,High,Family,5,Mid-range,Cultural/Historical
52,Male,Low,Family,3,Luxury,Cultural/Historical
36,Male,Low,Group,4,Economical,Adventure/Nature
37,Male,High,Family,5,Luxury,Relaxation/Beach
35,Male,Medium,Group,4,Mid-range,Adventure/Nature
64,Female,Medium,Family,4,Economical,Cultural/Historical
58,Male,High,Family,1,Luxury,Relaxation/Beach
31,Female,Medium,Solo,3,Economical,Cultural/Historical
32,Male,High,Solo,4,Economical,Adventure/Nature
48,Male,Low,Group,3,Economical,Cultural/Historical
18,Female,Low,Solo,3,Mid-range,Cultural/Historical
20,Other,Low,Family,1,Mid-range,Relaxation/Beach
33,Male,High,Solo,3,Mid-range,Cultural/Historical
40,Female,Low,Group,4,Economical,Party/Nightlife
28,Female,High,Solo,2,Luxury,Relaxation/Beach
29,Female,High,Group,4,Luxury,Relaxation/Beach
27,Female,Medium,Family,4,Mid-range,Adventure/Nature
49,Male,Medium,Solo,3,Economical,Cultural/Historical
33,Male,Medium,Family,4,Economical,Party/Nightlife
25,Female,Medium,Solo,2,Luxury,Relaxation/Beach
55,Male,Medium,Solo,3,Economical,Cultural/Historical
29,Other,Medium,Family,5,Economical,Adventure/Nature
41,Male,High,Solo,4,Mid-range,Cultural/Historical
45,Male,High,Group,4,Luxury,Cultural/Historical
25,Female,High,Solo,1,Mid-range,Relaxation/Beach
45,Male,High,Family,5,Economical,Cultural/Historical
53,Female,Medium,Family,5,Mid-range,Cultural/Historical
43,Female,Medium,Family,2,Mid-range,Relaxation/Beach
25,Other,High,Family,5,Mid-range,Adventure/Nature
45,Female,Medium,Family,1,Economical,Cultural/Historical
45,Female,High,Family,2,Luxury,Relaxation/Beach
54,Female,Medium,Family,5,Mid-range,Cultural/Historical
58,Other,Medium,Solo,2,Mid-range,Relaxation/Beach
53,Male,High,Family,5,Mid-range,Cultural/Historical
44,Male,High,Solo,5,Economical,Adventure/Nature
34,Male,Low,Solo,5,Economical,Adventure/Nature
26,Male,High,Family,4,Economical,Adventure/Nature
50,Female,Medium,Family,5,Mid-range,Cultural/Historical
37,Female,Low,Family,4,Mid-range,Adventure/Nature
30,Female,High,Family,3,Luxury,Cultural/Historical
45,Male,Medium,Solo,1,Economical,Cultural/Historical
46,Female,Medium,Solo,2,Luxury,Relaxation/Beach
30,Male,Medium,Solo,2,Economical,Cultural/Historical
63,Female,Medium,Family,3,Mid-range,Cultural/Historical
52,Female,Medium,Family,5,Economical,Cultural/Historical
23,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
35,Male,Low,Family,3,Luxury,Cultural/Historical
22,Male,High,Family,3,Luxury,Cultural/Historical
64,Female,Medium,Family,2,Mid-range,Relaxation/Beach
42,Other,High,Family,4,Economical,Cultural/Historical
19,Female,Medium,Family,4,Luxury,Adventure/Nature
27,Male,Medium,Family,5,Luxury,Party/Nightlife
47,Male,Medium,Solo,5,Luxury,Cultural/Historical
62,Female,Medium,Solo,3,Economical,Cultural/Historical
22,Female,Medium,Solo,5,Luxury,Relaxation/Beach
50,Male,Medium,Family,4,Economical,Cultural/Historical
18,Male,Medium,Group,1,Mid-range,Cultural/Historical
35,Female,Low,Family,2,Economical,Cultural/Historical
49,Male,Medium,Solo,4,Mid-range,Cultural/Historical
64,Male,Low,Group,5,Mid-range,Cultural/Historical
28,Male,Low,Group,2,Economical,Cultural/Historical
38,Female,High,Group,2,Mid-range,Cultural/Historical
43,Female,Medium,Family,3,Mid-range,Adventure/Nature
42,Other,Medium,Group,5,Economical,Party/Nightlife
39,Female,Medium,Solo,3,Economical,Relaxation/Beach
44,Female,High,Solo,2,Mid-range,Relaxation/Beach
30,Male,Medium,Solo,3,Luxury,Cultural/Historical
50,Female,High,Family,5,Mid-range,Cultural/Historical
51,Male,Medium,Solo,4,Mid-range,Cultural/Historical
58,Female,High,Family,1,Luxury,Relaxation/Beach
52,Male,High,Family,4,Economical,Cultural/Historical
18,Male,High,Solo,2,Luxury,Relaxation/Beach
38,Male,Low,Group,4,Mid-range,Adventure/Nature
23,Male,Low,Solo,3,Luxury,Cultural/Historical
45,Male,Low,Family,5,Mid-range,Cultural/Historical
34,Male,Low,Group,4,Luxury,Cultural/Historical
22,Other,High,Solo,4,Economical,Adventure/Nature
48,Male,Low,Family,5,Luxury,Cultural/Historical
22,Female,Low,Group,3,Mid-range,Cultural/Historical
55,Female,Low,Group,1,Mid-range,Cultural/Historical
20,Other,Low,Group,4,Economical,Adventure/Nature
40,Female,Low,Solo,2,Luxury,Relaxation/Beach
54,Female,High,Family,3,Mid-range,Cultural/Historical
54,Male,Medium,Solo,3,Economical,Cultural/Historical
27,Male,Low,Solo,4,Economical,Adventure/Nature
27,Male,Medium,Solo,5,Mid-range,Adventure/Nature
36,Female,Medium,Solo,4,Economical,Adventure/Nature
34,Female,Low,Group,4,Mid-range,Adventure/Nature
38,Male,Medium,Solo,5,Luxury,Adventure/Nature
31,Male,High,Family,2,Mid-range,Relaxation/Beach
26,Female,High,Family,5,Luxury,Cultural/Historical
63,Male,High,Family,4,Mid-range,Cultural/Historical
18,Female,Low,Group,1,Luxury,Party/Nightlife
62,Female,High,Solo,5,Mid-range,Cultural/Historical
30,Female,High,Family,2,Mid-range,Relaxation/Beach
21,Female,High,Family,5,Mid-range,Adventure/Nature
18,Female,Low,Solo,5,Mid-range,Adventure/Nature
57,Female,High,Family,3,Luxury,Cultural/Historical
49,Female,High,Group,3,Mid-range,Cultural/Historical
51,Female,High,Solo,4,Luxury,Cultural/Historical
45,Male,Low,Solo,4,Mid-range,Cultural/Historical
48,Male,High,Solo,5,Mid-range,Cultural/Historical
25,Male,High,Group,1,Mid-range,Party/Nightlife
56,Male,Medium,Family,4,Mid-range,Cultural/Historical
43,Female,Medium,Family,5,Economical,Relaxation/Beach
51,Female,High,Family,5,Luxury,Cultural/Historical
20,Male,Medium,Group,5,Luxury,Party/Nightlife
29,Male,Medium,Group,5,Economical,Adventure/Nature
18,Other,Medium,Group,5,Luxury,Party/Nightlife
61,Male,High,Group,3,Economical,Cultural/Historical
22,Female,Low,Family,2,Mid-range,Party/Nightlife
47,Female,Medium,Family,2,Mid-range,Relaxation/Beach
47,Female,Medium,Group,5,Economical,Cultural/Historical
34,Male,High,Group,4,Economical,Adventure/Nature
64,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
40,Male,High,Solo,5,Economical,Cultural/Historical
32,Female,High,Group,1,Economical,Adventure/Nature
54,Female,Low,Solo,3,Economical,Cultural/Historical
38,Male,Medium,Group,2,Economical,Cultural/Historical
31,Female,Low,Family,3,Economical,Cultural/Historical
19,Female,Medium,Solo,4,Mid-range,Adventure/Nature
28,Male,Medium,Solo,4,Luxury,Cultural/Historical
56,Female,High,Solo,5,Economical,Cultural/Historical
55,Female,High,Solo,4,Economical,Cultural/Historical
51,Male,Low,Family,4,Luxury,Cultural/Historical
55,Male,Low,Family,3,Economical,Cultural/Historical
51,Female,Medium,Group,1,Luxury,Cultural/Historical
35,Female,Medium,Family,2,Economical,Cultural/Historical
47,Female,Low,Family,4,Economical,Party/Nightlife
32,Female,High,Family,4,Economical,Adventure/Nature
44,Female,High,Family,3,Economical,Cultural/Historical
51,Male,Medium,Family,2,Luxury,Relaxation/Beach
55,Female,High,Solo,3,Economical,Cultural/Historical
50,Female,Medium,Solo,1,Luxury,Relaxation/Beach
41,Male,High,Solo,3,Mid-range,Cultural/Historical
32,Female,Medium,Solo,2,Luxury,Relaxation/Beach
47,Female,Low,Family,2,Economical,Cultural/Historical
59,Male,High,Solo,4,Economical,Cultural/Historical
34,Other,Medium,Group,1,Mid-range,Relaxation/Beach
22,Male,High,Group,5,Economical,Adventure/Nature
46,Male,Medium,Group,4,Luxury,Cultural/Historical
21,Male,Low,Group,3,Mid-range,Cultural/Historical
27,Female,Low,Solo,3,Mid-range,Cultural/Historical
34,Female,Medium,Family,2,Economical,Cultural/Historical
27,Male,Medium,Solo,2,Mid-range,Cultural/Historical
34,Female,Medium,Group,2,Mid-range,Cultural/Historical
37,Male,Medium,Group,5,Luxury,Adventure/Nature
41,Female,Medium,Group,5,Economical,Adventure/Nature
22,Female,High,Family,4,Luxury,Relaxation/Beach
51,Male,Medium,Group,5,Luxury,Adventure/Nature
23,Other,High,Solo,2,Luxury,Relaxation/Beach
19,Male,Medium,Solo,4,Mid-range,Adventure/Nature
30,Male,Medium,Group,4,Mid-range,Adventure/Nature
60,Female,Low,Family,1,Economical,Cultural/Historical
60,Other,Medium,Group,5,Luxury,Cultural/Historical
28,Male,Low,Solo,3,Luxury,Cultural/Historical
64,Male,Medium,Group,3,Economical,Cultural/Historical
40,Male,Low,Family,1,Mid-range,Relaxation/Beach
33,Female,Medium,Group,2,Luxury,Cultural/Historical
48,Male,High,Group,1,Economical,Cultural/Historical
28,Female,Medium,Group,2,Economical,Cultural/Historical
33,Other,Low,Solo,5,Luxury,Adventure/Nature
25,Female,Low,Group,5,Luxury,Party/Nightlife
21,Male,High,Solo,4,Luxury,Party/Nightlife
57,Male,Low,Solo,4,Economical,Cultural/Historical
21,Male,Medium,Family,4,Economical,Adventure/Nature
42,Female,Medium,Group,4,Mid-range,Party/Nightlife
20,Male,Medium,Family,3,Mid-range,Party/Nightlife
49,Male,Medium,Group,4,Economical,Cultural/Historical
20,Female,High,Family,4,Luxury,Adventure/Nature
44,Male,Low,Solo,4,Luxury,Cultural/Historical
46,Female,Low,Group,2,Economical,Cultural/Historical
49,Male,Low,Solo,4,Economical,Adventure/Nature
36,Female,Low,Group,1,Economical,Adventure/Nature
38,Other,Low,Solo,4,Mid-range,Adventure/Nature
22,Female,Medium,Family,4,Economical,Adventure/Nature
35,Other,Medium,Family,3,Mid-range,Cultural/Historical
45,Male,Medium,Solo,4,Mid-range,Cultural/Historical
59,Female,Medium,Family,2,Luxury,Party/Nightlife
39,Female,High,Solo,5,Economical,Adventure/Nature
38,Female,Medium,Solo,4,Mid-range,Adventure/Nature
23,Male,Low,Solo,4,Luxury,Cultural/Historical
18,Male,Medium,Family,4,Mid-range,Adventure/Nature
22,Male,Low,Group,3,Luxury,Adventure/Nature
58,Male,Low,Family,5,Mid-range,Cultural/Historical
29,Male,Medium,Group,3,Luxury,Cultural/Historical
43,Female,High,Family,3,Economical,Cultural/Historical
63,Male,High,Family,3,Mid-range,Adventure/Nature
51,Male,Low,Family,2,Mid-range,Cultural/Historical
31,Female,High,Family,5,Luxury,Relaxation/Beach
43,Female,High,Family,2,Economical,Party/Nightlife
62,Female,Medium,Solo,2,Economical,Cultural/Historical
44,Female,High,Group,5,Mid-range,Party/Nightlife
26,Male,Medium,Group,2,Economical,Cultural/Historical
43,Female,Low,Solo,5,Mid-range,Party/Nightlife
64,Female,Medium,Group,4,Luxury,Cultural/Historical
39,Male,Medium,Solo,3,Luxury,Cultural/Historical
64,Female,Medium,Solo,2,Economical,Adventure/Nature
47,Other,Medium,Solo,5,Economical,Cultural/Historical
60,Male,High,Group,1,Mid-range,Cultural/Historical
34,Male,High,Group,2,Mid-range,Cultural/Historical
43,Male,High,Group,2,Mid-range,Party/Nightlife
53,Male,High,Solo,5,Luxury,Cultural/Historical
18,Male,High,Family,1,Mid-range,Relaxation/Beach
25,Female,Low,Family,1,Economical,Relaxation/Beach
52,Male,Low,Solo,4,Luxury,Cultural/Historical
32,Other,Medium,Family,2,Economical,Cultural/Historical
64,Female,High,Solo,3,Economical,Cultural/Historical
39,Female,Medium,Solo,2,Luxury,Relaxation/Beach
31,Female,High,Family,3,Mid-range,Cultural/Historical
43,Male,Low,Family,3,Mid-range,Cultural/Historical
45,Female,Low,Solo,5,Mid-range,Cultural/Historical
40,Female,High,Solo,2,Economical,Cultural/Historical
31,Female,Low,Solo,5,Mid-range,Adventure/Nature
41,Female,Medium,Solo,4,Mid-range,Adventure/Nature
19,Male,Low,Solo,3,Economical,Cultural/Historical
62,Other,Medium,Family,1,Mid-range,Relaxation/Beach
43,Male,High,Family,3,Luxury,Cultural/Historical
31,Female,Medium,Family,4,Mid-range,Adventure/Nature
24,Other,Medium,Group,3,Luxury,Cultural/Historical
20,Male,Low,Family,5,Luxury,Party/Nightlife
64,Female,High,Solo,2,Luxury,Relaxation/Beach
